Compound,Compound ID,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Link,Description,Neutral mass (Da)_x,m/z_x,Retention time (min)_x,Neutral mass (Da)_y,m/z_y,Retention time (min)_y,Chromatographic peak width (min),Identifications,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2,categoria_quimica,metabolismo,tipo_composto,pubchem_cid,formula,massa_api,iupac,uso_descricao,chebi_id,chebi_nome,ontologia,chebi_definicao,modo_ionizacao,media,std,cv,media_log,media_norm,score_norm,metadata_ok,cv_norm,estabilidade,frag_norm,isotope_norm,confianca
11.91_408.2174m/z,1014110,M-H2O-H,C26H29N5O,35.6,0.0,-4.50091121393839,83.0616336561647,,[4-(4-methyl-6-pyrrolidin-1-ylpyrimidin-2-yl)piperazin-1-yl]-(4-phenylphenyl)methanone,,408.217446496838,11.9129666666667,,408.217446496838,11.9129666666667,0.128466666666668,17,68.7322172791568,144.424070318318,29.8515787417847,65.4539341926782,50.7743092903931,84.7119592055474,26.1349238934092,46.461364734397,29.2830901387691,48.8919980526104,52.3238372802638,91.3664813362406,,,,,,,,,,,,,Negativo,82.75286983050522,99.45931746510426,1.2018836043851684,4.427870436750986,0.23099778352500588,0.4465240641711231,0,0.26999131096803186,0.7300086890319681,0.0,0.8394652393474747,0.3824753479723926
11.90_589.4451m/z,1036124,2M-H,C16H29N3O2,38.7,0.0,0.655988844279014,94.1601444581607,,1-ethyl-3-[1-(2-ethylbutanoyl)piperidin-4-yl]imidazolidin-2-one,,589.445065264995,11.8987,,589.445065264995,11.8987,0.128449999999999,4,70.5408294359624,48.2873748763827,87.4423913201974,61.0782728684496,43.3582501203091,33.7907180095229,96.9516296070892,98.0904473227449,4.98171997069983,1.68475341796977,27.0369873046944,26.9827304621423,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,85.82641928436854,148.4988625035491,1.7302232079789797,4.463910944990846,0.2347618723593573,0.5294117647058826,0,0.42425794831215097,0.5757420516878491,0.0,0.951745025217812,0.393695882566865
11.88_1043.5616m/z,CSID113371224,2M-H,C28H42O9,39.4,2.93,3.02054661047726,97.4281467095651,http://nonlinear.com/redirect/outbound?p=chemspider&param=113371224,"(2E,4E,7S,8E,10E,12E,14R)-14-(β-D-Glucopyranosyloxy)-7-hydroxy-7,9,13,17-tetramethyl-2,4,8,10,12,16-octadecahexaenoic acid",,1043.56164472758,11.8844166666667,,1043.56164472758,11.8844166666667,0.391816666666667,30,432.525072746138,416.021555633605,1605.72381768948,1449.3957211379,789.231164001916,658.137624267261,1547.35567965101,1459.80477369923,469.988825190299,413.279418706663,904.845835523588,883.093271327378,,,,,,,,,,,,,Negativo,863.203487212051,501.41238474617546,0.580873910004259,6.761808258680678,0.4747554252632482,0.5481283422459894,0,0.08866650272236022,0.9113334972776398,0.030237358101135193,0.9848062709612928,0.5172710937160201
11.88_965.5558m/z,155387,2M-H,C21H37N7O6,38.5,0.0,2.11847162090333,95.2175184271729,,His Leu Ser Lys,,965.555835075284,11.8844166666667,,965.555835075284,11.8844166666667,0.0999166666666671,78,3.43630987405652,4.59481811523676,41.4376886940909,31.4867250919403,8.36727905273392,8.98095715045866,46.5305849658652,43.07207178851,4.72143560648294,4.27517706155942,22.9062194824207,18.4938560734876,Peptídeo (tetrapeptídeo),Aminoácidos,Natural,,,,,,,,,,Negativo,86.83881247848525,253.39013245046513,2.917936406756412,4.475503458526909,0.23597260031226952,0.5240641711229946,0,0.7710510337789852,0.2289489662210148,0.0,0.9624421110650598,0.34251464589557745
11.88_791.5783m/z,CSID113376908,M-H,C43H85O10P,34.1,1.51,-3.11629156687326,72.8537183094135,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376908,"(18R,24S)-21,24,25-Trihydroxy-21-oxido-15-oxo-16,20,22-trioxa-21λ~5~-phosphapentacosan-18-yl docosanoate",,791.578289632587,11.8844166666667,,791.578289632587,11.8844166666667,0.128466666666666,11,87.8623961210056,95.2473144530834,50.8319218128766,64.4956359863315,34.5038741057943,55.113983273535,25.0391976075837,35.9076536893861,0.0,0.0,98.0092773437561,137.832564435326,,,,,,,,,,,,,Negativo,106.30760893770943,201.30393526259553,1.893598560574802,4.675699559869056,0.2568811819761995,0.4064171122994653,0,0.47196091454529315,0.5280390854547068,0.015583075335397318,0.7361952989236092,0.33747633691099993
11.88_498.2260m/z,CSID113376754,M-H2O-H,C24H40NO9P,43.9,35.1,-0.396318985258662,85.1660162498791,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376754,"O-(Hydroxy{(2R)-2-hydroxy-3-[(6Z,9Z,12Z,15Z)-6,9,12,15-octadecatetraenoyloxy]propoxy}phosphoryl)-L-serine",,498.226021886356,11.8844166666667,,498.226021886356,11.8844166666667,0.142733333333332,26,102.958724975553,92.3790065605222,53.2437014007766,50.2211911678453,48.2949151872575,43.7737579345714,37.135245807361,30.3370360135869,0.0,0.0,99.7915810870549,94.2987877008077,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,83.03888474202566,124.56817181703836,1.5001185553494663,4.431279605327413,0.23135383880834287,0.6684491978609627,0,0.3570711034174378,0.6429288965825621,0.3622291021671827,0.8607545484473069,0.471415181353836
11.88_440.2199m/z,1002549,M-H,C24H31N3O5,37.0,0.0,1.80872465319702,87.0803986063723,,"1-N-(3,4-dimethoxyphenyl)-3-N-[(3-methoxyphenyl)methyl]-3-methylpiperidine-1,3-dicarboxamide",,440.219892731385,11.8844166666667,,440.219892731385,11.8844166666667,0.142733333333332,41,169.630845880087,147.772839582091,109.604401025751,117.679148402899,113.547374051885,134.811653459865,86.1997392544644,95.4822653598636,0.0,0.0,187.047271013327,244.23447469405,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,132.72245158016676,113.01662715789232,0.8515260667079242,4.895766395067406,0.2798650730930573,0.48395721925133695,0,0.16769256440807007,0.83230743559193,0.0,0.8801216910212772,0.42362208111551275
11.88_393.2758m/z,988695,2M-H,C11H19NO2,37.5,0.0,-0.185459617783703,87.9571369649571,,"6-butyl-6a-methylhexahydro-5h-furo[2,3-b]pyrrol-5-one",,393.275808150896,11.8844166666667,,393.275808150896,11.8844166666667,0.0999166666666671,8,33.6377205301713,27.1081085205093,22.9106856597376,16.1430665254646,22.1329977722822,21.2564982848024,13.5759774934076,16.7923378824436,0.0,0.0,35.5291748046984,30.2533719539662,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,46.03572601750328,100.52726320761262,2.183679326994671,3.8509074409910466,0.17073947762875274,0.49732620320855625,0,0.5566598167086105,0.44334018329138947,0.0,0.8889913490251699,0.34199983989638333
11.87_848.5059m/z,CSID74849524,M-H2O-H,C46H78NO12P,35.7,13.5,-2.75135031583348,68.1998193925294,http://nonlinear.com/redirect/outbound?p=chemspider&param=74849524,"O-[(2,3-Bis{[11-(3,4-dimethyl-5-propyl-2-furyl)undecanoyl]oxy}propoxy)(hydroxy)phosphoryl]serine",,848.505936011615,11.87015,,848.505936011615,11.87015,0.0856333333333339,10,7.05276489257841,11.1061707735082,4.06392200128894,5.27645874023284,1.4702999109192,6.20861819386738,0.0,0.0,0.0,0.0,16.2383346354366,20.5660095214807,Não classificado,Indeterminado,Indeterminado,977.0,O2,31.999,molecular oxygen,"Dioxygen is a gas molecular entity, an elemental molecule and a diatomic oxygen. It has a role as a micronutrient, a nutrient, a reagent, an anti-inflammatory drug, an oxidising agent, a Saccharomyces cerevisiae metabolite, a human metabolite and a member of food packaging gas. It is a conjugate base of a hydridodioxygen(1+).",CHEBI:15379,,,,Negativo,66.59704747720909,225.14195310655623,3.3806596783979734,4.213564305722431,0.20861554325333642,0.449197860962567,1,0.9061587611790539,0.09384123882094608,0.1393188854489164,0.6891134171133069,0.3803344892133229
11.87_723.5878m/z,CSID67031889,2M-H,C27H38,39.0,0.0,0.54991288534018,95.589883085317,http://nonlinear.com/redirect/outbound?p=chemspider&param=67031889,"1,1′-[4-(2-Cyclohexylethyl)-1,7-heptanediyl]dibenzene",,723.587824031963,11.87015,,723.587824031963,11.87015,0.157016666666667,2,4415.24320983764,3918.42660706741,3906.80453081587,4046.890580058,3768.15613400858,4116.57009108545,3689.68761622315,3606.5640922074,0.0,0.0,4959.20588612484,5625.04255617458,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,3056.2892341167776,1965.8825884565827,0.6432253094739228,8.025283931126976,0.6067134609124203,0.5374331550802139,0,0.10687210507444102,0.893127894925559,0.0,0.9662091952106716,0.5380655597645825
11.87_613.5396m/z,CSID102694,M-H2O-H,C37H76O7,32.5,0.0,-2.59824680506982,65.4678427975531,http://nonlinear.com/redirect/outbound?p=chemspider&param=102694,glycerol; palmitic acid; stearic acid,,613.539620335327,11.87015,,613.539620335327,11.87015,0.0856333333333339,2,11.5892639160053,9.51624764116611,3.7273439408578,2.01498413085869,5.76800395643053,6.2447509765579,0.0,0.0,0.0,0.0,13.0844726562532,15.8793334364755,Ácido orgânico,Metabolismo primário,Natural,,,,,,,,,,Negativo,49.51672649928086,162.42951750458482,3.2802959522565334,3.922304499248347,0.17819622235619292,0.36363636363636376,0,0.8768541729220866,0.12314582707791344,0.0,0.6614749570929278,0.23496944594194716
11.86_381.1715m/z,1001205,M-H,C21H23FN4O2,36.1,0.0,-4.40836863748709,85.4519424729772,,"N-benzyl-7-fluoro-1-methyl-4-oxospiro[3H-quinazoline-2,4'-piperidine]-1'-carboxamide",,381.171542991381,11.8558666666667,,381.171542991381,11.8558666666667,0.206283333333333,84,29.1645106895894,319.718504909277,22.4855549836544,229.172343178967,21.7895311768546,216.713927388152,16.1916590616713,179.477417346835,10.0009385656105,85.9917297868177,22.347772360396,223.879682816578,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,126.42578442303218,128.83794537038173,1.0190796597257268,4.847534112165817,0.2748276691719783,0.4598930481283423,0,0.216615509411552,0.783384490588448,0.0,0.8636471649142291,0.40774027524406464
11.79_833.5018m/z,1006467,2M-H,C25H31N5O,37.5,0.0,4.07221734551686,92.0194227898028,,"N-[2-[4-(2,3-dimethylphenyl)piperazin-1-yl]ethyl]-5-methyl-2-phenylpyrazole-3-carboxamide",,833.501843132133,11.7923333333333,,833.501843132133,11.7923333333333,0.1349,7,0.0,0.0,41.3073227882474,25.2699888944707,34.6238515242283,21.6317443251561,52.5346843658634,34.8572080731349,5.69473272562061,0.0,112.611657115783,112.723096561621,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,,,,,,Negativo,91.89631877425654,216.6248360105455,2.3572743598433443,4.531484019353906,0.24181923828272361,0.49732620320855625,1,0.6073467646395387,0.39265323536046126,0.0,0.9300880862987645,0.45833124846127604
11.74_815.0496m/z,1019604,2M-H,C17H16N2O4S3,33.3,0.0,3.00450699130575,69.939936830335,,"N-(2-ethylsulfanyl-1,3-benzothiazol-6-yl)-2,3-dihydro-1,4-benzodioxine-6-sulfonamide",,815.04961541119,11.73525,,815.04961541119,11.73525,0.0428333333333324,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Negativo,59.056061815084995,217.61238185130765,3.684844115286431,4.095278489560917,0.1962617130322833,0.3850267379679144,0,0.9949757074991963,0.005024292500803718,0.0,0.7067175819235005,0.23283205701529935
11.72_602.3873m/z,CSID10270918,M-H2O-H,C38H55NO6,33.7,0.0,3.61187973191799,72.4881110850255,http://nonlinear.com/redirect/outbound?p=chemspider&param=10270918,Avenestergenin B1,,602.387341312677,11.7209666666667,,602.387341312677,11.7209666666667,0.0570833333333329,4,49.1728363428041,28.9608295366077,34.7994571647534,22.1436156034592,15.7037837914103,11.3890686035095,58.0321350097267,38.9077147841213,19.1740691120041,19.0345764160029,25.7172546386804,30.7964472770508,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,69.13857830424816,154.08328026800197,2.228615109641826,4.250472975106094,0.21247030327484362,0.39572192513369,0,0.569780340020227,0.43021965997977296,0.0,0.7324965773924692,0.3066693964512852
11.72_485.3060m/z,CSID10315519,M-H,C33H42O3,34.9,0.0,-0.173582648551632,74.5966355453998,http://nonlinear.com/redirect/outbound?p=chemspider&param=10315519,Caryolanemagnolol,,485.306034152433,11.7209666666667,,485.306034152433,11.7209666666667,0.163450000000001,13,1189.77662852003,928.116483478019,829.915071060787,645.97734129453,1806.95870413449,1533.94178355766,1302.20550286589,1140.78959667608,801.514236124999,673.15161428287,1180.59584752368,1143.27100202985,Não classificado,Indeterminado,Indeterminado,21726647.0,C33H42O3,486.7,"(1R,2S,5R,8S,9S)-1-[2-(2-hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenoxy]-4,4,8-trimethyltricyclo[6.3.1.02,5]dodecan-9-ol",,,,,,Negativo,976.6600580262847,453.7210326511855,0.4645639277683808,6.885162020681604,0.4876385543005186,0.4278074866310161,1,0.05470586504342222,0.9452941349565778,0.0,0.7538277883212922,0.5623394243930133
11.71_588.3743m/z,CSID10243699,M-H2O-H,C31H53N5O7,43.2,42.7,-3.84916243648103,77.9118951929894,http://nonlinear.com/redirect/outbound?p=chemspider&param=10243699,"(3S,6S,9S,21aS)-3,6-Di[(2S)-2-butanyl]-16-isobutyl-5,8,9-trimethyldodecahydropyrrolo[1,2-d][1,4,7,10,13,16]oxapentaazacyclononadecine-1,4,7,10,14,17(11H,16H)-hexone",,588.37431991991,11.7067,,588.37431991991,11.7067,0.0856500000000011,1,3.29642183014283,1.63577270507619,34.8798434082209,26.7475381309593,312.573137215631,215.493316144654,22.1526618429393,15.556634008542,21.0082847165692,13.4124837646084,16.3697872138959,11.6359252929685,tetralins,Metabolismo secundário,Natural,71461207.0,C11H12O4,208.21,"(3S,4R)-4,8-dihydroxy-3-methoxy-3,4-dihydro-2H-naphthalen-1-one","4,8-dihydroxy-methoxy-3,4-dihydro-1(2H)-naphthalenone is a member of tetralins.",CHEBI:212140,"4,8-dihydroxy-methoxy-3,4-dihydro-1(2H)-naphthalenone",tetralins | benzenoid aromatic compound | carbocyclic compound | organic cyclic compound | organic molecule,,Negativo,92.48877329957983,169.70681304389242,1.8348909493501022,4.537841357423215,0.2424832018729045,0.6497326203208557,1,0.4548192395534199,0.5451807604465801,0.4406604747162023,0.7873671207575849,0.5565485779204524
11.69_1083.6781m/z,264643,2M-H,C25H46N6O7,38.3,0.0,-0.180842944342726,91.5152614794521,,Val Ile Pro Lys Ser,,1083.67812309214,11.6924333333333,,1083.67812309214,11.6924333333333,0.157,3,0.969327715517,14.7707550379527,124.916386102139,117.873703073264,19.1675681133625,7.94654263769197,205.633806053319,167.081788063011,71.5864252842237,73.7472450768909,195.638428390037,244.913396467499,Peptídeo (pentapeptídeo),Aminoácidos,Natural,,,,,,,,,,Negativo,167.1154234600272,276.3329760131101,1.6535456171058143,5.1246507879012215,0.30376987437081004,0.5187165775401069,0,0.40186932928152963,0.5981306707184704,0.0,0.9249876611173875,0.4081535338761026
11.69_514.3756m/z,CSID409165,M-H2O-H,C29H51N5O4,36.7,0.0,-1.15588207112476,85.0488897118811,http://nonlinear.com/redirect/outbound?p=chemspider&param=409165,Droxinavir,,514.375647339317,11.6924333333333,,514.375647339317,11.6924333333333,0.0856500000000011,1,7.28829956054722,4.15371704101375,10.4566038846921,11.9710762155389,10.7409326459011,7.66180425882192,0.0,0.0,27.8650336944367,19.4366864109487,8.88629156350794,6.56957737336584,Não classificado,Indeterminado,Indeterminado,465403.0,C29H51N5O4,533.7,"(2S)-N-[(2S,3R)-4-[tert-butylcarbamoyl(3-methylbutyl)amino]-3-hydroxy-1-phenylbutan-2-yl]-3,3-dimethyl-2-[[2-(methylamino)acetyl]amino]butanamide",,,,,,Negativo,45.79272166581603,135.05977416231053,2.949372067201932,3.845727670867922,0.17019849982801805,0.4759358288770055,1,0.7802297392870245,0.21977026071297545,0.0,0.8595696198707825,0.39963777281996926
11.68_893.5270m/z,1049194,2M-H,C23H37N5O2S,36.6,0.0,0.746379573425339,83.945886351392,,"2-(4-acetylpiperazin-1-yl)-N-[2-(1-ethylpiperidin-4-yl)ethyl]-4,5,6,7-tetrahydro-1,3-benzothiazole-6-carboxamide",,893.526984129022,11.67815,,893.526984129022,11.67815,0.0713666666666661,68,0.0,0.0,5.45279236819761,5.26146801793458,0.0,0.0,18.0618288517225,17.811523437506,0.0,0.0,9.51611328125546,6.84768682718444,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,69.15403906520162,237.35939289373974,3.4323286983996173,4.2506933824419315,0.21249332272801874,0.4732620320855616,0,0.9212452811300504,0.07875471886994956,0.0,0.8484109172899186,0.28685058252309725
11.68_741.6411m/z,CSID113371494,M-H2O-H,C48H88O6,34.9,0.0,1.0564206222057,75.780410438103,http://nonlinear.com/redirect/outbound?p=chemspider&param=113371494,"3-(Tridecanoyloxy)-1,2-propanediyl (9Z,9′Z)bis(-9-hexadecenoate)",,741.641053454894,11.67815,,741.641053454894,11.67815,0.128450000000001,24,20.7129829817476,0.0,8.9929504394529,0.0,24.9926640883387,0.0,13.987274169923,0.0,39.2532655000639,0.0,84.9502568244324,0.0,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,67.58632838991802,195.3900653464935,2.8909702598320193,4.228093220262421,0.21013295040617835,0.4278074866310161,0,0.7631773540853619,0.23682264591463809,0.0,0.7658036284896409,0.28848867608838963
11.68_369.1701m/z,1044970,M-H2O-H,C21H22N7O,36.5,0.0,-1.75905370940783,84.7685700714552,,"N-[2-[[6-(3,5-dimethylpyrazol-1-yl)-2-methylpyrimidin-4-yl]amino]ethyl]-1H-indole-3-carboxamide",,369.170059394133,11.67815,,369.170059394133,11.67815,0.157,76,327.526124433785,1556.24949765229,277.313182262418,1207.73024740824,293.248002216569,1213.758109889,366.32030319611,1118.35941712998,196.488615383477,941.11106249608,272.427865683585,1079.35578157028,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,659.3383156225676,497.8871254565149,0.7551314911623095,6.492752303114396,0.44665508573910384,0.47058823529411775,1,0.1395469040667187,0.8604530959332812,0.0,0.8567337232569224,0.5633594413721301
11.68_281.2479m/z,287854,M-H2O-H,C18H36O3,35.7,0.0,-2.37990506139503,81.4709472917764,,12-Hydroxyoctadecanoic acid,,281.247889287568,11.67815,,281.247889287568,11.67815,0.0570833333333347,138,8.03536472793007,31.975105221593,1.10816955566406,19.2825225953013,7.01412211050745,31.9354703426341,2.25298125949596,11.3884546584728,1.29367016603685,24.5638541919306,5.11355156203624,30.870095904854,Ácido orgânico,Metabolismo primário,Natural,7789.0,C18H36O3,300.5,12-hydroxyoctadecanoic acid,12-hydroxyoctadecanoic acid is a hydroxy fatty acid that is stearic acid bearing a hydroxy substituent at position 12. It has a role as a plant metabolite and a bacterial xenobiotic metabolite. It is a hydroxyoctadecanoic acid and a secondary alcohol. It is a conjugate acid of a 12-hydroxyoctadecanoate.,,,,,Negativo,33.411385827430315,72.24759537021154,2.1623645227818478,3.5383874929719776,0.13809973683981358,0.449197860962567,1,0.5504362378793989,0.4495637621206011,0.0,0.8233728168984861,0.4153049932553299
11.68_266.1522m/z,16251,M-H2O-H,C13H23N3O4,36.0,0.0,4.32395943123017,84.9553163523445,,Val Pro Ala,,266.152248168815,11.67815,,266.152248168815,11.67815,0.0856499999999993,34,0.0,0.0,0.0,0.766326904297614,0.920911929251839,0.0,0.0,0.0,0.0,1.54864501953216,0.0,3.10987856984352,Peptídeo (tripeptídeo),Aminoácidos,Natural,,,,,,,,,,Negativo,20.298297185124294,70.82948713089857,3.4894299992221174,3.058627125159297,0.0879933223678116,0.45721925133689845,0,0.9379179394088237,0.06208206059117627,0.0,0.8586229706347382,0.25154793554321975
11.66_869.5508m/z,43438,2M-H,C25H41NO3S,37.2,0.0,-3.90917545577987,90.6837747304908,,N-acetyl-S-geranylgeranyl-L-Cysteine,,869.550750747324,11.6638833333333,,869.550750747324,11.6638833333333,0.249083333333335,25,913.483717002106,265.055234340412,520.741053138295,56.9609425927896,149.625058293388,221.555408720484,245.388805902155,524.486904209028,35.9401361373053,558.176548414511,751.018336593954,258.363486067394,Terpenoide,Terpenos,Natural,11575713.0,C25H41NO3S,435.7,"(2R)-2-acetamido-3-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]sulfanylpropanoic acid",N-acetyl-s-geranylgeranyl-l-cysteine is a diterpenoid.,CHEBI:94737,"(2R)-2-acetamido-3-(3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenylthio)propanoic acid",diterpenoid | terpenoid | isoprenoid | organic molecular entity | carbon group molecular entity,,Negativo,384.42930467803427,305.9391949919779,0.7958269342869345,5.954357790136909,0.3904248916117835,0.4893048128342248,1,0.15142931667285614,0.8485706833271438,0.0,0.9165757979590791,0.5602391576627243
11.66_813.0332m/z,1045472,2M-H,C16H13ClF3NO4S,31.7,0.0,-0.872765049020915,59.6878899118745,,2-[[4-chloro-3-(trifluoromethyl)phenyl]sulfonylamino]-3-phenylpropanoic acid,,813.033195621207,11.6638833333333,,813.033195621207,11.6638833333333,0.0713666666666661,4,1.38131713867364,0.0,1.6847937631478,0.0,2.23974303453385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,59.28592377792112,216.96531019382718,3.659642902867746,4.099098639963874,0.19666069146459653,0.34224598930481287,0,0.9876173601968534,0.012382639803146578,0.0,0.6030011776893056,0.20992194335097955
11.66_760.5490m/z,CSID113376577,M-H,C41H80NO9P,34.8,0.0,-1.01862797031989,75.3248187077276,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376577,O-[{(2R)-3-(Hexadecyloxy)-2-[(9Z)-9-nonadecenoyloxy]propoxy}(hydroxy)phosphoryl]-L-serine,,760.549017824667,11.6638833333333,,760.549017824667,11.6638833333333,0.157,6,0.0,0.0,26.9439396072318,28.4590325433056,268.98649535786,215.14004409319,148.626523972774,127.626863920865,227.707640685039,202.179290250312,0.0,0.0,Não classificado,Indeterminado,Indeterminado,977.0,O2,31.999,molecular oxygen,"Dioxygen is a gas molecular entity, an elemental molecule and a diatomic oxygen. It has a role as a micronutrient, a nutrient, a reagent, an anti-inflammatory drug, an oxidising agent, a Saccharomyces cerevisiae metabolite, a human metabolite and a member of food packaging gas. It is a conjugate base of a hydridodioxygen(1+).",,,,,Negativo,144.13448082775557,203.62199811770765,1.412722319796893,4.977660766585387,0.2884181625049911,0.4251336898395722,1,0.33155281312929336,0.6684471868707067,0.0,0.7611945649095391,0.471577541361199
11.66_381.1704m/z,1001207,M-H2O-H,C24H24N4O2,35.5,0.0,-4.2044564969514,82.3426777491105,,"N-[4-[5-methyl-4-[(4-methylpyrazol-1-yl)methyl]-1,3-oxazol-2-yl]phenyl]-2-(4-methylphenyl)acetamide",,381.170402326865,11.6638833333333,,381.170402326865,11.6638833333333,0.157,61,111.782784986095,1246.93348942283,77.5116705254888,908.879264154131,103.8338059163,968.866661859528,75.3465239531957,707.088634214886,86.5824536348991,872.277788660299,93.0572056770507,869.71046806519,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,465.3360740521494,438.6924853387417,0.942743341427637,6.144906563146969,0.4103259014453039,0.44385026737967925,1,0.19432653646503373,0.8056734635349663,0.0,0.8321918117016918,0.5370313201227604
11.54_933.5353m/z,1028803,2M-H,C26H37N5OS,33.7,0.0,-1.23356421684353,70.0183988319622,,N-[3-(2-ethylpiperidin-1-yl)propyl]-1-(3-phenylsulfanylpyrazin-2-yl)piperidine-3-carboxamide,,933.535334408554,11.54325,,933.535334408554,11.54325,0.0777999999999999,6,17.8633419871422,10.196807861335,47.5527646541505,29.2419854283804,15.2797996011031,11.9991148710203,36.444885015496,27.2328186035132,14.9870300293017,17.0454711914012,22.3861695528182,23.4750976562492,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,87.0559907757475,243.85890464128704,2.801173158426938,4.4779728709666955,0.23623050699133596,0.39572192513369,1,0.7369580497160064,0.2630419502839936,0.0,0.7075113547907645,0.3837850075357857
11.51_907.4455m/z,1016278,2M-H,C24H31ClN6O,33.8,0.0,3.51831147410264,73.233497041938,,"1-[2-(4-chlorophenyl)-3,4-dimethylpyrazolo[3,4-d]pyridazin-7-yl]-N-(3-methylbutyl)piperidine-3-carboxamide",,907.445494461622,11.5147,,907.445494461622,11.5147,0.149166666666668,11,39.2624416071781,56.2550394358552,225.394154619537,279.505020925094,206.63315326583,244.175630086845,327.169246986538,401.008940696829,49.6788710316049,76.7282448909926,471.553404808087,604.940309107335,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,278.6617608516677,253.7300013692269,0.9105303885031,5.633580875994469,0.3569227891218454,0.39839572192513373,0,0.18492087409789226,0.8150791259021077,0.0,0.7400373886892281,0.40217731885418845
11.51_835.5126m/z,1038577,2M-H,C22H34N4O4,37.2,0.0,4.56392475129604,91.436200689384,,"N-[(1-ethylpyrrolidin-2-yl)methyl]-3,5-dimethoxy-N-(2-oxo-2-piperazin-1-ylethyl)benzamide",,835.512552539768,11.5147,,835.512552539768,11.5147,0.334733333333332,7,3080.04512542493,2463.23151397578,12810.1886591396,10504.1051202992,12702.0854789286,10652.8307012552,16361.1053879242,14343.1339303277,5130.85192692833,4519.55294635298,20260.3458385411,18853.3708985327,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,9466.27677001215,6777.0214850676,0.7159120369833537,9.15559658094103,0.7247638834030145,0.4893048128342248,1,0.12809545641164055,0.8719045435883594,0.0,0.9241878305150701,0.648465789533113
11.49_829.5257m/z,CSID113377901,M-H2O-H,C44H81O13P,39.6,31.8,2.46186165242998,69.2293902505404,http://nonlinear.com/redirect/outbound?p=chemspider&param=113377901,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(tridecanoyloxy)-2-propanyl (13Z,16Z)-13,16-docosadienoate",,829.525726871728,11.4861666666667,,829.525726871728,11.4861666666667,0.185550000000001,14,10.0629883408548,19.2321776747706,155.731536418192,95.7745685077172,52.1014518635062,37.1272513227849,157.259929697274,134.906615912901,1.83523559570222,9.0294176460632,26.8007508516224,22.0090638399097,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,111.63449151497807,214.11364700128817,1.9179882856595483,4.724147987760245,0.26194116018886554,0.5534759358288771,0,0.47908232064276973,0.5209176793572303,0.3281733746130031,0.6995292285260438,0.4084735195874334
