Compound,Compound ID,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Link,Description,Neutral mass (Da)_x,m/z_x,Retention time (min)_x,Neutral mass (Da)_y,m/z_y,Retention time (min)_y,Chromatographic peak width (min),Identifications,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2,categoria_quimica,metabolismo,tipo_composto,pubchem_cid,formula,massa_api,iupac,uso_descricao,chebi_id,chebi_nome,ontologia,chebi_definicao,modo_ionizacao,media,std,cv,media_log,media_norm,score_norm,metadata_ok,cv_norm,estabilidade,frag_norm,isotope_norm,confianca
9.63_748.4553m/z,CSID113376166,M-H2O-H,C41H70NO10P,32.2,0.0,-0.756505606531942,62.0817022896231,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376166,"O-(Hydroxy{(2R)-2-[(5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoyloxy]-3-[(9Z)-9-pentadecenoyloxy]propoxy}phosphoryl)-L-serine",,748.455312281817,9.62835,,748.455312281817,9.62835,0.0713666666666661,11,0.0,0.0,13.7541503914229,11.3433227539069,0.0,0.0,19.4625471550975,13.3817138671897,0.859130859375455,0.0,8.33563232420892,3.82003784179733,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,59.21715696248684,198.4837095228928,3.3517939682350706,4.0979573110870255,0.19654149050180558,0.3556149732620322,0,0.8977304396769534,0.10226956032304657,0.0,0.6272185475673472,0.22968158346141687
9.70_375.1324m/z,1010549,M-H,C18H24N4OS2,34.2,0.0,1.37200015286723,72.8413755426052,,"[4-[4-(piperidin-1-ylmethyl)-1,3-thiazol-2-yl]piperazin-1-yl]-thiophen-3-ylmethanone",,375.132393039416,9.69971666666667,,375.132393039416,9.69971666666667,0.0428333333333324,69,9.51066544757184,9.15228172663442,5.52625387559299,10.4704045890911,5.77490159901406,9.49363545899651,2.63813781738264,1.77818298340134,2.25536445463037,8.41178894042548,5.61688232421716,4.98534367500152,,,,,,,,,,,,,Negativo,32.88899661414586,98.54909963148414,2.9964155120833715,3.5230903780442144,0.13650209845152633,0.4090909090909093,0,0.7939656659553621,0.2060343340446379,0.0,0.7360704314311135,0.2572594212524262
9.73_701.4476m/z,CSID10243328,M-H,C38H62N4O8,38.1,19.9,-2.7363594107124,73.6131341920195,http://nonlinear.com/redirect/outbound?p=chemspider&param=10243328,"(3S,6R,7S,10S,13S,16S,21aS)-3,13-Di[(2S)-2-butanyl]-10,16-diisopropyl-2,7,12-trimethyl-6-(4-pentyn-1-yl)decahydro-6H-pyrrolo[2,1-f][1,10,4,7,13,16]dioxatetraazacyclononadecine-1,4,8,11,14,17(7H,16H)-h",,,,,701.44756639382,9.72826666666667,0.0635333333333321,1,0.0,0.0,13.0435344693002,11.5287034636734,1.77356098629512,3.20980826019797,37.7264158735099,27.8738583164816,1.79458157566459,2.63732910156534,5.15496826172011,5.00296026468607,tetralins,Metabolismo secundário,Natural,71461207.0,C11H12O4,208.21,"(3S,4R)-4,8-dihydroxy-3-methoxy-3,4-dihydro-2H-naphthalen-1-one","4,8-dihydroxy-methoxy-3,4-dihydro-1(2H)-naphthalenone is a member of tetralins.",CHEBI:212140,"4,8-dihydroxy-methoxy-3,4-dihydro-1(2H)-naphthalenone",tetralins | benzenoid aromatic compound | carbocyclic compound | organic cyclic compound | organic molecule,,Negativo,58.637253830970074,185.34069439988028,3.1608010657209538,4.088280443078017,0.195530833532659,0.5133689839572194,1,0.8419635945890016,0.1580364054109984,0.20536635706914344,0.7438780461143586,0.41764862646378376
9.74_815.4367m/z,21089,2M-H,C17H28N8O4,37.8,0.0,-3.38584442370754,93.2009962220443,,Pro Arg His,,815.436662035684,9.74255,,815.436662035684,9.74255,0.0920833333333331,12,4.69818109274064,2.06964117288942,55.3778700854032,45.5202943086784,11.1316853934939,3.98086535930418,98.7744138240475,65.8788747450633,3.20033581146765,0.0,23.0166627168622,12.2397174482174,Peptídeo (tripeptídeo),Aminoácidos,Natural,145457386.0,C17H28N8O4,408.5,(2S)-2-[[(2S)-5-(diaminomethylideneamino)-2-[[(2S)-pyrrolidine-2-carbonyl]amino]pentanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid,,CHEBI:162076,Pro-Arg-His,tripeptide | oligopeptide | peptide | organic amino compound | organic molecular entity,,Negativo,82.21912528527513,213.1238782911258,2.592144802704375,4.421477192628072,0.2303300698885004,0.5053475935828876,1,0.6759251433664741,0.32407485663352587,0.0,0.9420416550548805,0.44856951294196357
9.76_937.5288m/z,1006817,2M-H,C25H35N5O4,37.8,0.0,-1.89383079231347,91.1432838022048,,"2-[4-[2-(diethylamino)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",,937.528755385577,9.76325,,937.528755385577,9.76325,0.120633333333334,7,365.001347786704,265.390748500637,764.668316107769,645.866360780043,137.97666728857,104.779077687321,931.427484349734,730.069835015003,430.961311784145,418.120432407555,481.853729247699,431.034038304931,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,475.31723961754915,294.91916239451405,0.6204680533611879,6.166084102023829,0.41253769427283316,0.5053475935828876,0,0.10022735357027489,0.8997726464297251,0.0,0.9212244919233402,0.4773535130377456
9.78_570.2724m/z,58309,M-H,C32H37N5O5,34.6,0.0,0.291454141820238,73.5146275356322,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB05774,Endomorphin-2,,570.272359378157,9.77753333333333,,570.272359378157,9.77753333333333,0.0920833333333331,8,29.0013724534608,4.47064208984546,28.9994202256296,8.03683471679614,98.9412411257915,20.8104856014311,24.9585964957067,6.26052844524457,35.1979992436835,12.5292053222595,25.1141090030202,8.90597534179284,Não classificado,Indeterminado,Indeterminado,5311081.0,C32H37N5O5,571.7,(2S)-1-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]-N-[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]pyrrolidine-2-carboxamide,,,,,,Negativo,63.09116448401088,147.89194161294336,2.344099095689119,4.160306514862866,0.20305327274975354,0.4197860962566846,1,0.6034998001429013,0.3965001998570987,0.0,0.7428814884244764,0.4056277906810116
9.83_773.4643m/z,19757,2M-H,C14H29N9O4,38.3,0.0,3.99487272590018,96.4153964585648,,Arg Gly Arg,,773.464318374031,9.83461666666667,,773.464318374031,9.83461666666667,0.2141,12,110.063037819041,93.5901212119952,279.203589144019,243.017232963708,62.9486380976263,43.1275730086764,385.506158603874,314.632632201137,131.858937949361,99.8844327764621,434.992547636528,348.899620119444,Peptídeo (tripeptídeo),Aminoácidos,Natural,141091501.0,C14H29N9O4,387.44,(2S)-2-[[2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]acetyl]amino]-5-(diaminomethylideneamino)pentanoic acid,Arg-Gly-Arg is a tripeptide.,CHEBI:158962,Arg-Gly-Arg,tripeptide | oligopeptide | peptide | organic amino compound | organic molecular entity,,Negativo,237.93024689804068,206.6996877364121,0.8687406936747656,5.476171655350755,0.3404828908300209,0.5187165775401069,1,0.1727189576544671,0.8272810423455329,0.0,0.974560627797888,0.5591402887370397
9.85_454.2754m/z,1001642,M-H,C24H37N7S,32.8,0.0,-0.906154988543174,64.8719563405713,,1-[4-methyl-2-(4-methylpiperazin-1-yl)quinolin-6-yl]-3-[3-(4-methylpiperazin-1-yl)propyl]thiourea,,454.275426231124,9.8489,,454.275426231124,9.8489,0.312616666666667,2,7378.83451611225,6295.06080965783,7363.60242608295,6611.02290520239,11885.1076312095,10184.998139935,5594.04375714232,5022.59926148057,4611.91839618728,5127.75507190138,5481.76193205483,4100.0753905647,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,5722.921754554437,3157.626229523372,0.5517507254070804,8.65240947086845,0.672210768169224,0.37165775401069523,0,0.08016300284084686,0.9198369971591531,0.0,0.6554465804046862,0.4786767794790209
9.85_780.4610m/z,CSID4944302,M-H,C45H68NO8P,35.4,0.0,0.0121255683828382,76.9065714050355,http://nonlinear.com/redirect/outbound?p=chemspider&param=4944302,"(2R)-3-(Palmitoyloxy)-2-[(3-{4-[(1E,3E,5E)-6-phenyl-1,3,5-hexatrien-1-yl]phenyl}propanoyl)oxy]propyl 2-(trimethylammonio)ethyl phosphate",,780.460988043747,9.8489,,780.460988043747,9.8489,0.114183333333333,2,79.9382360090245,26.2751156687775,79.0226438045146,39.7526347124345,199.944832374712,70.2767944336203,87.6375523278152,38.3528754223715,38.3646307140852,22.0822675292559,72.696066935088,40.5166672784572,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,113.22644323242169,197.5995097462073,1.7451710404838179,4.7381828223655456,0.26340696538445807,0.4411764705882353,0,0.42862247415957794,0.5713775258404221,0.0,0.7771966085460258,0.3563731556217288
9.88_447.3459m/z,35248,2M-H,C14H24O2,37.5,0.0,-4.69727412986721,93.0763007856311,,Myristic Acid Alkyne,,447.345877538036,9.87745,,447.345877538036,9.87745,0.0571000000000002,142,68.2287749648307,55.0318921314198,3.87196350097565,5.18757629394835,0.0,0.0,0.0,0.0,16.4288338025733,16.233417807848,9.59936518468541,6.25672912597713,Ácido graxo / Lipídio,Lipídios,Natural,5312715.0,C14H24O2,224.34,tetradec-13-ynoic acid,13-tetradecynoic acid is a long-chain fatty acid.,CHEBI:196053,13-tetradecynoic acid,long-chain fatty acid | fatty acid | lipid | organic molecular entity | carbon group molecular entity,,Negativo,45.575848596449596,117.51464372050134,2.5784411555565825,3.841082136320588,0.16971331785991595,0.49732620320855625,1,0.6719238995633205,0.32807610043667945,0.0,0.9407801545572674,0.4322220083557823
9.88_849.4959m/z,CSID10160053,2M-H,C24H35N3O2Si,35.9,0.0,4.11457141309157,84.3935596875434,http://nonlinear.com/redirect/outbound?p=chemspider&param=10160053,Ethyl [3-cyano-1-(3-{[dimethyl(2-methyl-2-propanyl)silyl]oxy}propyl)-4-(4-methylphenyl)-1H-pyrrol-2-yl]imidoformate,,849.495931009785,9.87745,,849.495931009785,9.87745,0.157016666666665,9,19.0915661129743,16.8247884834131,148.210014103914,143.962090354409,169.553873549312,135.099281849453,232.30939821106,192.440058662362,30.6919393094397,31.4241722354144,301.074615885677,273.365539717254,organic radical,Metabolismo secundário,Natural,123138.0,C2H5,29.06,,Ethyl is an organic radical derived from ethane. It derives from a hydride of an ethane.,CHEBI:62801,ethyl,organic radical | radical,,Negativo,182.38719424889055,215.66958243551468,1.1824820449905384,5.211599733223642,0.31285086601689305,0.4545454545454546,1,0.26432636874775717,0.7356736312522428,0.0,0.8529398732210061,0.5074138330843014
9.89_354.1721m/z,1001800,M-H2O-H,C22H23N5O,35.1,0.0,-0.745240172532049,76.5197172785184,,"2-[4-(dimethylamino)phenyl]-N-(4-ethoxyphenyl)imidazo[1,2-a]pyrazin-3-amine",,354.172141144796,9.89171666666667,,354.172141144796,9.89171666666667,0.1142,62,78.140447867954,193.541245346183,47.6007469687535,98.3393579779548,72.3655952883268,115.540927877724,35.1657833377335,61.311931933283,71.3352616790064,128.361411218304,65.6788482963912,93.3659213086778,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,101.77223835083961,85.12825837195469,0.8364585446032138,4.632515261596738,0.2523709921124962,0.4331550802139038,0,0.16329309112915819,0.8367069088708419,0.0,0.773282939472461,0.39122224132240024
9.91_301.2137m/z,1081933,M-H,C15H30N2O4,37.2,0.0,1.45944789690173,87.7885274963585,,1-[4-(dimethylamino)-4-(2-methoxyethyl)piperidin-1-yl]-2-(2-methoxyethoxy)ethanone,,301.213722093097,9.90598333333333,,301.213722093097,9.90598333333333,0.142733333333332,21,547.833543055785,469.176974663334,1105.25059352336,862.824365428058,0.0,0.0,0.0,0.0,0.0,0.0,1223.64621144608,1060.00391336778,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,398.5610933507734,478.3084243676796,1.2000880977780755,5.990366678047164,0.39418567800298365,0.4893048128342248,0,0.269467052016552,0.7305329479834479,0.0,0.8872855854891685,0.43908016208848333
9.91_753.4363m/z,1016470,2M-H,C22H27N5O,37.9,0.0,0.584469091960324,90.1178257947712,,2-(4-methoxyphenyl)-N-[2-(4-methylpiperazin-1-yl)ethyl]quinazolin-4-amine,,753.436285535586,9.90598333333333,,753.436285535586,9.90598333333333,0.157016666666665,24,118.689689463956,92.5996509696305,469.969916888194,427.023804425793,651.607181623829,543.046659231215,570.768903983749,485.130275669923,110.731226481253,115.862512856039,546.510983607201,496.959930844248,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,385.1602146367107,243.17118940496522,0.6313507474657739,5.956252347175345,0.3906227601031754,0.5080213903743315,0,0.10340492461234625,0.8965950753876537,0.0,0.9108502887939475,0.47037677272790035
9.93_369.2013m/z,64852,2M-H,C9H15NO3,36.8,0.0,-4.83622929621178,89.6950961311723,,PRIMA-1,,369.201319834742,9.93453333333333,,369.201319834742,9.93453333333333,0.0713833333333334,36,11.6080628633573,11.2010498642942,23.6506691242765,22.1893005371236,0.0,0.0,0.0,0.0,0.0,0.0,33.4686124920847,23.718366008094,quinuclidines,Metabolismo secundário,Natural,322968.0,C9H15NO3,185.22,"2,2-bis(hydroxymethyl)-1-azabicyclo[2.2.2]octan-3-one","2,2-bis(hydroxymethyl)-1-azabicyclo[2.2.2]octan-3-one is a member of quinuclidines and a cyclic ketone.",CHEBI:94995,"2,2-bis(hydroxymethyl)-1-azabicyclo[2.2.2]octan-3-one",quinuclidines | organic heterobicyclic compound | organic heteropolycyclic compound | organic heterocyclic compound | heteroorganic entity,,Negativo,36.06942243266469,96.55166133837224,2.676828594042983,3.612792436589813,0.1458706266293946,0.4786096256684492,1,0.7006514437204441,0.2993485562795559,0.0,0.9065736793499679,0.41307791713546704
9.95_414.3176m/z,CSID24660216,M-H2O-H,C30H43NO,37.4,13.3,2.33930027356441,76.597889154514,http://nonlinear.com/redirect/outbound?p=chemspider&param=24660216,1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,,414.317637579433,9.94881666666667,,414.317637579433,9.94881666666667,0.206266666666666,2,3199.28577756959,2540.29566967539,380.772618707202,290.959230950044,3253.45027112898,2593.95335567059,1255.04578446409,998.545458355125,2151.66830611584,1869.64134169719,1583.84700775165,1410.4587419915,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,1568.013572737378,1080.5115919871473,0.6890958157338087,7.358202403261186,0.5370431301298862,0.4946524064171123,0,0.12026555259541323,0.8797344474045867,0.13725490196078433,0.774073777239298,0.5018507328065944
9.99_484.3158m/z,264180,M-H,C23H43N5O6,34.3,0.443,3.55891750852099,75.2295059348525,,Ile Leu Leu Gly Ala,,484.315784906963,9.99163333333333,,484.315784906963,9.99163333333333,0.0635333333333339,39,25.616733525552,18.3255055479283,13.3179931640582,11.6263427734384,37.1377394509529,25.4711689983366,11.7524999366618,8.18664757913169,5.97833251952949,11.3560791015651,11.1859133243512,11.2444122857322,Peptídeo (pentapeptídeo),Aminoácidos,Natural,,,,,,,,,,Negativo,48.96477046053816,125.59088306858834,2.5649233497337627,3.9113181662981598,0.17704880420900565,0.4117647058823529,0,0.6679769184277546,0.33202308157224536,0.00457172342621259,0.7602303186318132,0.29113891077326265
10.01_550.2934m/z,CSID4593751,M-H,C28H45N3O6S,32.7,0.0,-4.10746405628383,68.1466953016225,http://nonlinear.com/redirect/outbound?p=chemspider&param=4593751,"N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1E,3S)-5-methyl-1-(methylsulfonyl)hex-1-en-3-yl]-L-leucinamide",,550.293366111125,10.0059,,550.293366111125,10.0059,0.0778000000000016,1,16.4407653808394,13.4733276367078,10.1222630788578,9.6661945350004,23.1037862678206,18.819305475808,6.35506442742402,4.00314342975742,12.5440673828021,7.6492003202431,12.343810766935,8.58203113078946,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,50.243016138865016,144.01277461909123,2.8663242314326647,3.9365793382716845,0.17968709373409653,0.3689839572192515,1,0.7559811115565146,0.2440188884434854,0.0,0.6885759791040101,0.3586077950094988
10.01_600.2469m/z,986762,M-H2O-H,C33H34F3N6O3,35.7,0.0,0.461865618527864,79.0096728001161,,IRAK inhibitor 4,,600.246893534818,10.0059,,600.246893534818,10.0059,0.0492500000000007,50,10.7810019811127,25.3957329608701,6.47984967734854,19.8004149794552,20.1587544493317,37.1804809570268,4.203216671946,7.49497289182068,3.47922935668621,12.1259836854578,4.8085325956369,11.9387511313053,Não classificado,Indeterminado,Indeterminado,24797387.0,C33H35F3N6O3,620.7,1-(4-hydroxycyclohexyl)-N-(3-methylbutyl)-2-[[5-[2-(trifluoromethoxy)phenyl]-1H-indazol-3-yl]amino]benzimidazole-5-carboxamide,,,,,,Negativo,55.29283677662972,157.13220931799066,2.8418185515199457,4.0305672939536645,0.18950324316771588,0.449197860962567,1,0.7488258485206721,0.25117415147932787,0.0,0.7984729562034782,0.3946624491368633
10.01_808.4951m/z,CSID24768924,M-H,C47H72NO8P,34.0,0.0,3.43001670514177,74.1204073213489,http://nonlinear.com/redirect/outbound?p=chemspider&param=24768924,1-Eicosapentaenoyl-2-docosahexaenoyl-sn-glycero-3-phosphoethanolamine,,808.495055164996,10.0059,,808.495055164996,10.0059,0.149183333333333,5,995.701631320711,802.487039864523,544.754364804507,570.999705577616,1474.96100806467,1393.9552923443,506.251317998948,449.921182377867,524.397382703344,635.684890244794,636.728333235025,642.775825575079,Não classificado,Indeterminado,Indeterminado,52924872.0,C47H72NO8P,810.0,"[(2R)-1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",,,,,,Negativo,714.0799235197416,377.05743777793424,0.5280325427991256,6.572394317593453,0.45497293784736914,0.40374331550802145,1,0.07323767630852819,0.9267623236914718,0.0,0.7490099524894588,0.5458577389905862
10.10_989.5603m/z,1011616,2M-H,C27H37N5O4,36.6,0.0,-1.54312605276597,84.9433410403417,,"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",,989.56030437266,10.0979833333333,,989.56030437266,10.0979833333333,0.1142,8,224.132094515007,199.26355716171,932.151058887869,818.52761313737,330.981410367303,264.834754398091,1337.62565856157,1184.02514963483,80.8364595267025,99.1042127768098,445.880584150677,397.809785652991,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,522.4879018912088,441.19746732110235,0.844416618498025,6.260513919998104,0.422399992026828,0.4732620320855616,0,0.16561672027060031,0.8343832797293997,0.0,0.8585018205551112,0.4541851694664959
10.11_253.2155m/z,CSID10518,2M-H,C6H13N3,38.1,0.0,3.57254340413074,94.6147836169331,http://nonlinear.com/redirect/outbound?p=chemspider&param=10518,galegine,,253.215525786751,10.11225,,253.215525786751,10.11225,0.206266666666666,13,80.0573451030003,530.074114867207,45.9617926391456,406.618026852649,50.8126001957749,415.525256253949,53.7307815551597,333.228019723234,50.4933609701727,481.858748435814,67.4191026071053,539.416512797684,guanidines,Metabolismo secundário,Natural,10983.0,C6H13N3,127.19,2-(3-methylbut-2-enyl)guanidine,Galegine is a member of guanidines.,CHEBI:5265,Galegine,guanidines | organonitrogen compound | heteroorganic entity | organic molecular entity | carbon group molecular entity,,Negativo,237.0373884134033,206.03746755591777,0.8692192777477773,5.47242775550744,0.3400918760445645,0.5133689839572194,1,0.17285869647988877,0.8271413035201112,0.0,0.9563444519612679,0.5552196291247918
10.11_353.1395m/z,1001949,M-H2O-H,C22H20N4O2,36.4,0.0,-3.35523038360853,85.9656625684748,,"N-[4-(7-methylimidazo[1,2-a]pyrimidin-2-yl)phenyl]-2-phenoxypropanamide",,353.139536101791,10.11225,,353.139536101791,10.11225,0.391816666666667,306,681.321261594021,5955.54522925728,383.585202830625,4461.1757375271,430.795453037132,4490.4610698445,496.674506393832,3817.42889002024,410.982881682744,4492.47356802343,636.066348766626,4380.21575881881,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,2214.2841209927237,2193.966658099221,0.9908243649941392,7.703135945581716,0.5730681630345561,0.4679144385026738,1,0.20836541936386344,0.7916345806361366,0.0,0.8688442930108551,0.5859217595062225
10.11_414.3180m/z,CSID24660216,M-H2O-H,C30H43NO,34.5,0.0,3.17191276285372,76.263384179771,http://nonlinear.com/redirect/outbound?p=chemspider&param=24660216,1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,,414.31799837912,10.11225,,414.31799837912,10.11225,0.157,2,1069.36797565722,752.871138938173,104.018683145634,75.8645358996351,1037.50667327389,710.829055190078,328.949516801869,228.674036512173,669.871533592171,530.539366062613,483.851432860271,353.698683693969,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,483.60520571477264,334.67278688675515,0.6920371884585194,6.183334550616871,0.41433933981302584,0.41711229946524075,0,0.12112438596003387,0.8788756140399662,0.0,0.7706897063844991,0.4344420929099744
10.11_809.5399m/z,1037204,2M-H,C21H35N5O3,38.2,0.0,-1.00961947046802,92.4561536999825,,"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",,809.539885233238,10.11225,,809.539885233238,10.11225,0.320466666666666,2,0.0,0.0,0.0,0.0,47.0426126492401,33.2846985459254,159.632419877324,109.371398806539,76.9638881441742,73.7675761227879,82.9480588436039,56.67532336712,,,,,,,,,,,,,Negativo,104.23843654213945,208.57778834285352,2.0009681194569127,4.656228599943717,0.25484762511397935,0.5160427807486633,0,0.5033110928949721,0.4966889071050279,0.0,0.9345063415000943,0.3815997497189958
10.13_935.5320m/z,CSID16229673,2M-H,C21H36N6O6,38.8,4.16,0.00977167917690409,89.7817061670727,http://nonlinear.com/redirect/outbound?p=chemspider&param=16229673,thr-val-leu-his,,935.531998719561,10.1265333333333,,935.531998719561,10.1265333333333,0.0713666666666661,111,9.08715820312386,7.41628654936818,20.1874570362969,21.9072879552822,9.67936577072869,4.76971435546653,24.5722045898431,20.5600580262135,7.22815968582721,11.5984337221842,33.7747887451876,28.4446477967318,Peptídeo (tetrapeptídeo),Aminoácidos,Natural,,,,,,,,,,Negativo,81.77743532065344,245.88952750526187,3.0068138789278076,4.4161555039688505,0.22977427004437068,0.5320855614973262,0,0.797001821254057,0.20299817874594295,0.04293085655314758,0.9074498830550064,0.33686751756367245
10.16_482.3060m/z,1004044,M-H,C26H41N7S,34.5,0.0,-2.38872594734161,75.4100092952787,,1-[4-methyl-2-(4-methylpiperazin-1-yl)quinolin-6-yl]-3-[3-(4-propylpiperazin-1-yl)propyl]thiourea,,482.305984410785,10.1550833333333,,482.305984410785,10.1550833333333,0.157016666666667,4,701.245390144216,533.328986678323,579.364166140419,465.582383394293,1293.45565819724,1013.27716960241,442.036593806791,322.10289090884,537.7532535791,477.801432206425,414.50199443335,341.612397114336,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,543.8945274249901,306.9361969732805,0.564330364613957,6.300592248273781,0.42658579281958986,0.41711229946524075,0,0.08383605446568597,0.916163945534314,0.0,0.7620564085477581,0.44180196121025644
10.17_327.1264m/z,1000606,M-H2O-H,C20H18N4O2,34.9,0.0,3.78176240243485,78.9383264391914,,"5-[(2-methylphenoxy)methyl]-3-[3-(2-methylpyrazol-3-yl)phenyl]-1,2,4-oxadiazole",,327.126443746072,10.16935,,327.126443746072,10.16935,0.142750000000001,86,10.9595031440252,69.4080676678007,3.8972620729675,49.8687988417013,2.28946593623272,39.7307740449904,0.0,30.9640532259238,2.61721315038822,44.2722039080143,5.9748867563179,38.1994120755084,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,45.39124532642446,83.993594495882,1.8504360013005685,3.8371107631204002,0.16929854564248825,0.4278074866310161,0,0.459358143840409,0.5406418561595909,0.0,0.7977511698061704,0.3286450876316895
10.18_309.1727m/z,1008060,M-H2O-H,C18H24N4O2,35.7,0.0,1.86844103551556,80.5962872338941,,"4-(5-amino-4-methyl-1,2-oxazol-3-yl)-N-(2-phenylethyl)piperidine-1-carboxamide",,309.172698111525,10.1836333333333,,309.172698111525,10.1836333333333,0.0713666666666661,39,24.0909280488667,26.6086904699458,18.4424388678679,24.5591085898364,23.2908140975172,21.631080779618,14.3081359863308,15.5354613661806,23.5867888354849,26.8080805395341,22.5699832959685,26.6213698562322,Não classificado,Indeterminado,Indeterminado,53146815.0,C18H24N4O2,328.4,"4-(5-amino-4-methyl-1,2-oxazol-3-yl)-N-(2-phenylethyl)piperidine-1-carboxamide",,,,,,Negativo,41.95780086987439,77.07453123273521,1.8369535493952582,3.7602182587105144,0.1612678537507889,0.449197860962567,1,0.4554214854781768,0.5445785145218232,0.0,0.8145241843422427,0.43402194045982045
10.18_380.1860m/z,1016204,M-H2O-H,C23H29NO5,37.5,0.0,-1.75542517036189,89.7460281719365,,"5-[2-(4a-hydroxy-1,3,4,5,6,7,8,8a-octahydroisoquinolin-2-yl)-2-oxoethoxy]-3,4,7-trimethylchromen-2-one",,380.186031138874,10.1836333333333,,380.186031138874,10.1836333333333,0.171283333333333,19,2606.67606901702,5477.30828990669,1360.91025584043,3079.34565398558,2100.66719432532,3921.73191298989,1444.4335981651,2669.02607258093,2039.91301389315,3611.49861293421,1985.81600132509,3258.23528039338,Não classificado,Indeterminado,Indeterminado,,,,,,,,,,Negativo,2424.7094014163567,1433.9922841268958,0.5914078954324388,7.7938792972576145,0.5825454443914574,0.49732620320855625,0,0.09174225645875168,0.9082577435412483,0.0,0.9070889411479666,0.5174036044429579
10.18_525.4190m/z,CSID26666704,2M-H,C13H30ClN3,33.9,0.0,1.27610726697611,70.9282227432595,http://nonlinear.com/redirect/outbound?p=chemspider&param=26666704,"N,N-Diethyl-N-(N,N,N′-triethylcarbamimidoyl)ethanaminium chloride",,525.4190473436,10.1836333333333,,525.4190473436,10.1836333333333,0.0999166666666671,3,27.3399115073211,20.4594704902448,73.9927211890669,63.9990834004643,103.187986718225,73.1544417060245,22.5126808976984,7.85194187098083,163.398836612766,144.150008722312,44.1436825827031,38.8748995105274,Não classificado,Indeterminado,Indeterminado,947.0,N2,28.014,molecular nitrogen,"Dinitrogen is an elemental molecule consisting of two trivalently-bonded nitrogen atoms. It has a role as a member of food packaging gas and a food propellant. It is a gas molecular entity, an elemental molecule and a diatomic nitrogen. It is a conjugate base of a diazynium.",,,,,Negativo,94.19059613466197,133.07190778415935,1.412793986290412,4.555881156820156,0.24436728760865634,0.4010695187165776,1,0.331573738588771,0.6684262614112291,0.0,0.7167157278605101,0.4490770240362405
